brand,product_name,parent_category,child_category,materials,price,Body materials_original,Body materials_normalized
Hollister,Ruched Babydoll Top,Tops,Shirt/Blouse,"Body:100% Cotton / Elastic:69% Polyester, 31% Elastane / Lining:100% Polyester",29.95,"[(100, 'Cotton')]","[(100, 'cotton')]"
Hollister,Ruched Babydoll Top,Tops,Shirt/Blouse,"Body:100% Cotton / Elastic:69% Polyester, 31% Elastane / Lining:100% Polyester",29.95,"[(100, 'Cotton')]","[(100, 'cotton')]"
Hollister,Stretch Poplin Button-Through Shirt,Tops,Shirt/Blouse,"Body:60% Cotton, 36% Polyester, 4% Elastane",39.95,"[(60, 'Cotton'), (36, 'Polyester'), (4, 'Elastane')]","[(60, 'cotton'), (36, 'polyester'), (4, 'elastane')]"
Hollister,Button-Front Mini Dress,Dresses & Jumpsuits,Dress,"Body:100% Cotton / Elastic:71% Polyester, 29% Elastane / Lining:100% Polyester",49.95,"[(100, 'Cotton')]","[(100, 'cotton')]"
Mexx,Bodywarmer Belted Black,Outerwear,Jacket,100% Polyester,142.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
Mexx,Jacket Puffer Anthracite,Outerwear,Jacket,"78% Polyester, 4% Elastane, 18% Viscose",186.99,"[(78, 'Polyester'), (4, 'Elastane'), (18, 'Viscose')]","[(78, 'polyester'), (18, 'viscose'), (4, 'elastane')]"
Mexx,Long puffer Jacket Beige,Outerwear,Jacket,100% Polyamide,208.99,"[(100, 'Polyamide')]","[(100, 'nylon')]"
Mexx,Teddy Jacket Brown,Outerwear,Jacket,100% Polyester,175.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
Mexx,Short Puffer Jacket Off White,Outerwear,Jacket,100% Polyester,186.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
Mexx,Short Puffer Jacket Blue,Outerwear,Jacket,100% Polyester,186.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
Mexx,Skirt Ruffle Strings Cream,Bottoms,Skirt,100% Polyester,76.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
Mexx,T-shirt Primrose Rib Dark Red,Tops,T-shirt,100% Cotton,43.99,"[(100, 'Cotton')]","[(100, 'cotton')]"
Mexx,Pants Buttoned Waist Light Pink,Bottoms,Trousers/Chinos,"72% Polyester, 23% Viscose, 5% Elastane",109.99,"[(72, 'Polyester'), (23, 'Viscose'), (5, 'Elastane')]","[(72, 'polyester'), (23, 'viscose'), (5, 'elastane')]"
Mexx,Dress Bold flower Pink,Dresses & Jumpsuits,Dress,100% Viscose,131.99,"[(100, 'Viscose')]","[(100, 'viscose')]"
Mexx,Blouse Embroidery Off White,Tops,Shirt/Blouse,100% Viscose,98.99,"[(100, 'Viscose')]","[(100, 'viscose')]"
Mexx,Blouse Puff Sleeve Gathering Pink,Tops,Shirt/Blouse,100% Viscose,98.99,"[(100, 'Viscose')]","[(100, 'viscose')]"
Mexx,Blouse Rosa Black,Tops,Shirt/Blouse,100% Cotton,65.99,"[(100, 'Cotton')]","[(100, 'cotton')]"
Mexx,Jeans Classic slim Blue,Bottoms,Jeans,"98% Cotton, 2% Elastane",98.99,"[(98, 'Cotton'), (2, 'Elastane')]","[(98, 'cotton'), (2, 'elastane')]"
Mexx,Wrap Dress Long Sleeve Black,Dresses & Jumpsuits,Dress,100% Viscose,109.99,"[(100, 'Viscose')]","[(100, 'viscose')]"
Mexx,Top Striped Black/White,Tops,Shirt/Blouse,"35% Polyester, 65% Cotton",60.49,"[(35, 'Polyester'), (65, 'Cotton')]","[(65, 'cotton'), (35, 'polyester')]"
Mexx,Bomberjack Long Sleeve Black,Outerwear,Jacket,"72% Polyester, 22% Viscose, 6% Elastane",131.99,"[(72, 'Polyester'), (22, 'Viscose'), (6, 'Elastane')]","[(72, 'polyester'), (22, 'viscose'), (6, 'elastane')]"
Mexx,Pants Belted Tapered Black,Bottoms,Trousers/Chinos,"72% Polyester, 22% Viscose, 6% Elastane",120.99,"[(72, 'Polyester'), (22, 'Viscose'), (6, 'Elastane')]","[(72, 'polyester'), (22, 'viscose'), (6, 'elastane')]"
Mexx,Top V-back Cream,Tops,Shirt/Blouse,"95% Viscose, 5% Elastane",65.99,"[(95, 'Viscose'), (5, 'Elastane')]","[(95, 'viscose'), (5, 'elastane')]"
Mexx,Knit cardigan Peony Cream,Tops,Sweater/Cardigan,"80% Viscose, 20% Polyamide",76.99,"[(80, 'Viscose'), (20, 'Polyamide')]","[(80, 'viscose'), (20, 'nylon')]"
Mexx,Top Knitted Relief Brown,Tops,Shirt/Blouse,"65% Viscose, 35% Polyamide",65.99,"[(65, 'Viscose'), (35, 'Polyamide')]","[(65, 'viscose'), (35, 'nylon')]"
Mexx,Spencer Fancy Mustard Yellow,Tops,Shirt/Blouse,"60% Cotton, 40% Acrylic",87.99,"[(60, 'Cotton'), (40, 'Acrylic')]","[(60, 'cotton'), (40, 'acrylic')]"
Mexx,T-shirt Print Cream,Tops,T-shirt,100% Cotton,43.99,"[(100, 'Cotton')]","[(100, 'cotton')]"
Mexx,Top Gerbera Mustard Yellow,Tops,Shirt/Blouse,"80% Viscose, 20% Polyamide",60.49,"[(80, 'Viscose'), (20, 'Polyamide')]","[(80, 'viscose'), (20, 'nylon')]"
Mexx,Knit Cardigan Peony Mustard Yellow,Tops,Sweater/Cardigan,"80% Viscose, 20% Polyamide",76.99,"[(80, 'Viscose'), (20, 'Polyamide')]","[(80, 'viscose'), (20, 'nylon')]"
Mexx,Pants Tweed Straight Taupe,Bottoms,Trousers/Chinos,100% Polyester,131.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
Mexx,Skirt Tweed Taupe,Bottoms,Skirt,100% Polyester,87.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
Mexx,Gilet Sleeveless Tweed Taupe,Tops,Shirt/Blouse,100% Polyester,109.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
Mexx,Blouse Chamomile Tencel Green,Tops,Shirt/Blouse,"86% Lyocell, 14% Polyester",87.99,"[(86, 'Lyocell'), (14, 'Polyester')]","[(86, 'lyocell'), (14, 'polyester')]"
Mexx,Blouse Heavy lace White,Tops,Shirt/Blouse,"71% Viscose, 29% Polyamide",87.99,"[(71, 'Viscose'), (29, 'Polyamide')]","[(71, 'viscose'), (29, 'nylon')]"
Mexx,Top Woven Allover Print Beige,Tops,Shirt/Blouse,100% Viscose,87.99,"[(100, 'Viscose')]","[(100, 'viscose')]"
Mexx,Dress Heavy lace Yellow Brown,Dresses & Jumpsuits,Dress,"71% Viscose, 29% Polyamide",131.99,"[(71, 'Viscose'), (29, 'Polyamide')]","[(71, 'viscose'), (29, 'nylon')]"
Mexx,Skirt Satin Printed Maxi Beige,Bottoms,Skirt,100% Viscose,98.99,"[(100, 'Viscose')]","[(100, 'viscose')]"
Mexx,Bomberjack Tweed Oversized Taupe,Outerwear,Jacket,100% Polyester,153.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
Mexx,T-shirt Embroidery Oversized Black,Tops,T-shirt,100% Cotton,43.99,"[(100, 'Cotton')]","[(100, 'cotton')]"
Mexx,Skirt Iceflower Multi Black,Bottoms,Skirt,"97% Polyester, 3% Elastane",98.99,"[(97, 'Polyester'), (3, 'Elastane')]","[(97, 'polyester'), (3, 'elastane')]"
Mexx,Long Coat Logo Quilted Dark Red,Outerwear,Coat,100% Polyester,229.9,"[(100, 'Polyester')]","[(100, 'polyester')]"
Mexx,Long Puffer Jacket Black,Outerwear,Jacket,100% Polyamide,208.99,"[(100, 'Polyamide')]","[(100, 'nylon')]"
Mexx,Andrea High Waist / Skinny Jeans,Bottoms,Jeans,98% Cotton 2% Elastane,98.99,"[(98, 'Cotton'), (2, 'Elastane')]","[(98, 'cotton'), (2, 'elastane')]"
Mexx,Pants Cosmea Classic Tapered Black,Bottoms,Trousers/Chinos,"52% Cotton, 45% Polyester, 3% Elastane",87.99,"[(52, 'Cotton'), (45, 'Polyester'), (3, 'Elastane')]","[(52, 'cotton'), (45, 'polyester'), (3, 'elastane')]"
Mexx,Top Gerbera Cream,Tops,Shirt/Blouse,"80% Viscose, 20% Polyamide",60.49,"[(80, 'Viscose'), (20, 'Polyamide')]","[(80, 'viscose'), (20, 'nylon')]"
C&A,Bouclé cardigan,Tops,Sweater/Cardigan,['78% Cotton | 18% Polyester | 4% Nylon'],39.99,"[(78, 'Cotton'), (18, 'Polyester'), (4, 'Nylon')]","[(78, 'cotton'), (18, 'polyester'), (4, 'nylon')]"
C&A,Long cardigan,Tops,Sweater/Cardigan,['78% Viscose | 22% Nylon'],25.99,"[(78, 'Viscose'), (22, 'Nylon')]","[(78, 'viscose'), (22, 'nylon')]"
C&A,Mesh dress - floral,Dresses & Jumpsuits,Dress,['95% Polyester | 5% Elastane'],25.99,"[(95, 'Polyester'), (5, 'Elastane')]","[(95, 'polyester'), (5, 'elastane')]"
C&A,Technical joggers - 4 Way Stretch,Bottoms,Trousers/Chinos,"['Main part: 77% Polyester | 23% Elastane', 'Pocket: 77% Polyester | 23% Elastane']",25.99,"[(77, 'Polyester'), (23, 'Elastane')]","[(77, 'polyester'), (23, 'elastane')]"
C&A,Multipack of 2 - basic turtleneck top - ribbed,Tops,T-shirt,"['95% Cotton | 5% Elastane', '95% Cotton | 5% Elastane']",25.99,"[(95, 'Cotton'), (5, 'Elastane')]","[(95, 'cotton'), (5, 'elastane')]"
C&A,Multipack of 2 - basic turtleneck top - ribbed,Tops,T-shirt,"['95% Cotton | 5% Elastane', '95% Cotton | 5% Elastane']",25.99,"[(95, 'Cotton'), (5, 'Elastane')]","[(95, 'cotton'), (5, 'elastane')]"
C&A,Knitted dress,Dresses & Jumpsuits,Dress,['40% Acrylic | 40% Viscose | 20% Nylon'],25.99,"[(40, 'Acrylic'), (40, 'Viscose'), (20, 'Nylon')]","[(40, 'acrylic'), (40, 'viscose'), (20, 'nylon')]"
C&A,Pleated skirt,Bottoms,Skirt,['44% Viscose | 28% Polyester | 28% Polyamide'],29.99,"[(44, 'Viscose'), (28, 'Polyester'), (28, 'Polyamide')]","[(44, 'viscose'), (28, 'polyester'), (28, 'nylon')]"
C&A,Jacket with hood - water-repellent,Outerwear,Jacket,['100% Nylon'],29.99,"[(100, 'Nylon')]","[(100, 'nylon')]"
C&A,Quilted gilet,Outerwear,Jacket,['100% Polyester'],29.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
C&A,Slim jeans - high waist - LYCRA®,Bottoms,Jeans,['78% Cotton | 20% Polyester | 2% Elastane (LYCRAÂ®)'],29.99,"[(78, 'Cotton'), (20, 'Polyester')]","[(78, 'cotton'), (20, 'polyester')]"
C&A,Long cardigan - ribbed,Tops,Sweater/Cardigan,['100% Acrylic'],29.99,"[(100, 'Acrylic')]","[(100, 'acrylic')]"
C&A,Faux fur jacket with hood,Outerwear,Jacket,['100% Polyester'],29.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
C&A,Wide leg jeans - high waist,Bottoms,Jeans,['99% Cotton | 1% Elastane'],29.99,"[(99, 'Cotton'), (1, 'Elastane')]","[(99, 'cotton'), (1, 'elastane')]"
C&A,Jeans,Bottoms,Jeans,['100% Cotton'],29.99,"[(100, 'Cotton')]","[(100, 'cotton')]"
C&A,Cloth trousers - high waist - slim fit,Bottoms,Trousers/Chinos,['54% Modal | 41% Polyester | 3% Viscose | 2% Elastane'],29.99,"[(54, 'Modal'), (41, 'Polyester'), (3, 'Viscose'), (2, 'Elastane')]","[(57, 'viscose'), (41, 'polyester'), (2, 'elastane')]"
C&A,Jumper - ribbed,Tops,Sweater/Cardigan,['50% Viscose | 28% Polyester | 22% Nylon'],29.99,"[(50, 'Viscose'), (28, 'Polyester'), (22, 'Nylon')]","[(50, 'viscose'), (28, 'polyester'), (22, 'nylon')]"
C&A,Multipack of 2 - basic long sleeve top,Tops,T-shirt,"['100% Cotton', '100% Cotton']",29.99,"[(100, 'Cotton')]","[(100, 'cotton')]"
C&A,Bootcut jeans - high waist,Bottoms,Jeans,['99% Cotton | 1% Elastane'],29.99,"[(99, 'Cotton'), (1, 'Elastane')]","[(99, 'cotton'), (1, 'elastane')]"
C&A,Loose flared jeans - mid-rise waist,Bottoms,Jeans,['99% Cotton | 1% Elastane'],29.99,"[(99, 'Cotton'), (1, 'Elastane')]","[(99, 'cotton'), (1, 'elastane')]"
C&A,Wide leg jeans - high waist,Bottoms,Trousers/Chinos,['98% Cotton | 2% Elastane'],29.99,"[(98, 'Cotton'), (2, 'Elastane')]","[(98, 'cotton'), (2, 'elastane')]"
C&A,Jersey trousers - mid-rise waist - tapered fit,Bottoms,Trousers/Chinos,['68% Viscose | 27% Polyamide | 5% Elastane'],29.99,"[(68, 'Viscose'), (27, 'Polyamide'), (5, 'Elastane')]","[(68, 'viscose'), (27, 'nylon'), (5, 'elastane')]"
C&A,Jersey trousers - mid-rise waist - tapered fit,Bottoms,Trousers/Chinos,['68% Viscose | 27% Polyamide | 5% Elastane'],29.99,"[(68, 'Viscose'), (27, 'Polyamide'), (5, 'Elastane')]","[(68, 'viscose'), (27, 'nylon'), (5, 'elastane')]"
C&A,Jersey trousers - mid-rise waist - tapered fit,Bottoms,Trousers/Chinos,['68% Viscose | 27% Polyamide | 5% Elastane'],29.99,"[(68, 'Viscose'), (27, 'Polyamide'), (5, 'Elastane')]","[(68, 'viscose'), (27, 'nylon'), (5, 'elastane')]"
C&A,Knitted jumper - short sleeve,Tops,Sweater/Cardigan,['66% Polyester | 25% Acrylic | 6% Wool | 3% Elastane'],29.99,"[(66, 'Polyester'), (25, 'Acrylic'), (6, 'Wool'), (3, 'Elastane')]","[(66, 'polyester'), (25, 'acrylic'), (6, 'wool'), (3, 'elastane')]"
C&A,Cloth trousers with belt - high waist - wide leg,Bottoms,Trousers/Chinos,"['58% Viscose | 34% Nylon | 8% Elastane', '100% Polyurethane']",35.99,"[(58, 'Viscose'), (34, 'Nylon'), (8, 'Elastane')]","[(58, 'viscose'), (34, 'nylon'), (8, 'elastane')]"
C&A,Cloth trousers with belt - high-rise waist - wide leg,Bottoms,Trousers/Chinos,"['96% Polyester | 4% Elastane', '100% Polyurethane']",35.99,"[(96, 'Polyester'), (4, 'Elastane')]","[(96, 'polyester'), (4, 'elastane')]"
C&A,Quilted jacket,Outerwear,Jacket,['100% Polyester'],39.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
C&A,Long blazer- regular fit,Outerwear,Blazer,['74% Polyester | 23% Viscose | 3% Elastane'],39.99,"[(74, 'Polyester'), (23, 'Viscose'), (3, 'Elastane')]","[(74, 'polyester'), (23, 'viscose'), (3, 'elastane')]"
C&A,Long blazer- regular fit,Outerwear,Blazer,['74% Polyester | 23% Viscose | 3% Elastane'],39.99,"[(74, 'Polyester'), (23, 'Viscose'), (3, 'Elastane')]","[(74, 'polyester'), (23, 'viscose'), (3, 'elastane')]"
C&A,Long blazer- regular fit,Outerwear,Blazer,['74% Polyester | 23% Viscose | 3% Elastane'],39.99,"[(74, 'Polyester'), (23, 'Viscose'), (3, 'Elastane')]","[(74, 'polyester'), (23, 'viscose'), (3, 'elastane')]"
C&A,Business blazer - fitted,Outerwear,Blazer,['77% Polyester | 19% Viscose | 4% Elastane'],35.99,"[(77, 'Polyester'), (19, 'Viscose'), (4, 'Elastane')]","[(77, 'polyester'), (19, 'viscose'), (4, 'elastane')]"
C&A,Business blazer - fitted,Outerwear,Blazer,['77% Polyester | 19% Viscose | 4% Elastane'],35.99,"[(77, 'Polyester'), (19, 'Viscose'), (4, 'Elastane')]","[(77, 'polyester'), (19, 'viscose'), (4, 'elastane')]"
C&A,Denim shirt dress,Dresses & Jumpsuits,Dress,"['Main part: 100% Cotton', 'Belt: 100% Cotton']",35.99,"[(100, 'Cotton')]","[(100, 'cotton')]"
C&A,Cardigan with belt,Tops,Sweater/Cardigan,"['78% Polyester | 16% Viscose | 6% Wool', '100% Polyurethane']",39.99,"[(78, 'Polyester'), (16, 'Viscose'), (6, 'Wool')]","[(78, 'polyester'), (16, 'viscose'), (6, 'wool')]"
C&A,Cropped denim jacket,Outerwear,Jacket,"['Main part: 100% Cotton', 'Sleeve: 100% Cotton']",39.99,"[(100, 'Cotton')]","[(100, 'cotton')]"
C&A,Barrel jeans - high waist,Bottoms,Jeans,['76% Cotton | 24% Viscose'],39.99,"[(76, 'Cotton'), (24, 'Viscose')]","[(76, 'cotton'), (24, 'viscose')]"
C&A,Trench coat,Outerwear,Coat,"['Main part: 100% Polyester', 'Sleeve: 100% Polyester', 'Belt: 100% Polyester']",49.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
C&A,Blazer,Outerwear,Blazer,"['Body: 66% Polyester | 28% Viscose | 6% Elastane', 'Sleeve: 66% Polyester | 28% Viscose | 6% Elastane']",49.99,"[(66, 'Polyester'), (28, 'Viscose'), (6, 'Elastane')]","[(66, 'polyester'), (28, 'viscose'), (6, 'elastane')]"
C&A,Basic leggings,Bottoms,Trousers/Chinos,['95% Cotton | 5% Elastane'],9.99,"[(95, 'Cotton'), (5, 'Elastane')]","[(95, 'cotton'), (5, 'elastane')]"
C&A,T-shirt - slim fit,Tops,T-shirt,['95% Cotton | 5% Elastane'],7.99,"[(95, 'Cotton'), (5, 'Elastane')]","[(95, 'cotton'), (5, 'elastane')]"
C&A,Basic long sleeve top - slim fit,Tops,T-shirt,['95% Cotton | 5% Elastane'],9.99,"[(95, 'Cotton'), (5, 'Elastane')]","[(95, 'cotton'), (5, 'elastane')]"
C&A,Long blazer - regular fit - textured,Outerwear,Blazer,['68% Polyester | 31% Viscose | 1% Elastane'],59.99,"[(68, 'Polyester'), (31, 'Viscose'), (1, 'Elastane')]","[(68, 'polyester'), (31, 'viscose'), (1, 'elastane')]"
C&A,Blazer,Outerwear,Blazer,['69% Polyester | 29% Viscose | 2% Elastane'],59.99,"[(69, 'Polyester'), (29, 'Viscose'), (2, 'Elastane')]","[(69, 'polyester'), (29, 'viscose'), (2, 'elastane')]"
C&A,Basic sweatshirt,Tops,Hoodie/Sweatshirt,['80% Cotton | 20% Polyester'],17.99,"[(80, 'Cotton'), (20, 'Polyester')]","[(80, 'cotton'), (20, 'polyester')]"
C&A,Basic sweatshirt,Tops,Hoodie/Sweatshirt,['80% Cotton | 20% Polyester'],17.99,"[(80, 'Cotton'), (20, 'Polyester')]","[(80, 'cotton'), (20, 'polyester')]"
C&A,Basic sweatshirt,Tops,Hoodie/Sweatshirt,['80% Cotton | 20% Polyester'],17.99,"[(80, 'Cotton'), (20, 'Polyester')]","[(80, 'cotton'), (20, 'polyester')]"
C&A,Basic joggers,Bottoms,Trousers/Chinos,['80% Cotton | 20% Polyester'],19.99,"[(80, 'Cotton'), (20, 'Polyester')]","[(80, 'cotton'), (20, 'polyester')]"
C&A,Jumper - ribbed,Tops,Sweater/Cardigan,['72% Viscose | 28% Nylon'],15.99,"[(72, 'Viscose'), (28, 'Nylon')]","[(72, 'viscose'), (28, 'nylon')]"
C&A,Multipack of 2 - basic long sleeve top,Tops,T-shirt,['95% Cotton | 5% Elastane'],19.99,"[(95, 'Cotton'), (5, 'Elastane')]","[(95, 'cotton'), (5, 'elastane')]"
C&A,Cashmere jumper,Tops,Sweater/Cardigan,['100% Cashmere'],79.99,"[(100, 'Cashmere')]","[(100, 'wool')]"
C&A,Satin blouse - floral,Tops,Shirt/Blouse,['100% Polyester'],19.99,"[(100, 'Polyester')]","[(100, 'polyester')]"
C&A,Basic jersey trousers - mid-rise waist - straight fit,Bottoms,Trousers/Chinos,['53% Modal | 32% Polyester | 15% Elastane'],25.99,"[(53, 'Modal'), (32, 'Polyester'), (15, 'Elastane')]","[(53, 'viscose'), (32, 'polyester'), (15, 'elastane')]"
C&A,Fit & flare dress with belt - textured,Dresses & Jumpsuits,Dress,"['99% Polyester | 1% Elastane', '99% Polyester | 1% Elastane']",22.99,"[(99, 'Polyester'), (1, 'Elastane')]","[(99, 'polyester'), (1, 'elastane')]"
C&A,Jersey trousers - high waist - slim fit,Bottoms,Trousers/Chinos,['68% Viscose | 28% Nylon | 4% Elastane'],25.99,"[(68, 'Viscose'), (28, 'Nylon'), (4, 'Elastane')]","[(68, 'viscose'), (28, 'nylon'), (4, 'elastane')]"
C&A,Business trousers - mid-rise waist - slim fit,Bottoms,Trousers/Chinos,['77% Polyester | 19% Viscose | 4% Elastane'],25.99,"[(77, 'Polyester'), (19, 'Viscose'), (4, 'Elastane')]","[(77, 'polyester'), (19, 'viscose'), (4, 'elastane')]"
C&A,Jersey trousers - mid-rise waist - tapered fit,Bottoms,Trousers/Chinos,['68% Viscose | 27% Polyamide | 5% Elastane'],29.99,"[(68, 'Viscose'), (27, 'Polyamide'), (5, 'Elastane')]","[(68, 'viscose'), (27, 'nylon'), (5, 'elastane')]"
